code_postale;nom_commune
54150;mairy mainville
57550;remering
57590;morville sur nied
54370;maixe
57570;basse rentgen
57670;munster
54820;marbache
57645;retonfey
57670;nelling
54380;martincourt
57130;rezonville vionville
57700;neufchef
54320;maxeville
57130;rezonville vionville
57670;neufvillage
54960;mercy le bas
57510;richeling
57560;niderhoff
54850;mereville
57270;richemont
57220;niedervisse
54850;messein
57570;rodemack
57320;oberdorff
54670;millery
57860;roncourt
57720;ormersviller
54870;montigny sur chiers
57320;st francois lacroix
57410;petit rederching
54490;murville
57130;ste ruffine
57540;petite rosselle
54000;nancy
57530;sanry sur nied
57340;pevange
54260;othe
57400;schneckenbusch
57420;pournoy la grasse
54540;pexonne
57160;scy chazelles
57590;prevocourt
54200;pierre la treiche
57180;terville
57510;puttelange aux lacs
54160;pierreville
57385;teting sur nied
57590;puzieux
54160;pulligny
57870;troisfontaines
57700;ranguevaux
54115;pulney
57320;tromborn
57530;raville
54330;quevilloncourt
57070;vantoux
57200;remelfing
54370;raville sur sanon
57170;vaxy
57480;remeling
54470;rembercourt sur mad
57370;veckersviller
57580;remilly
54110;remereville
57260;vergaville
57230;reyersviller
54630;richardmenil
57635;vieux lixheim
57720;rolbing
54610;rouves
57340;virming
57520;rouhling
54200;royaumeix
57670;vittersbourg
57330;roussy le village
54580;st ail
57330;volmerange les mines
57500;st avold
54470;st baussant
57940;volstroff
57640;st hubert
54290;st germain
57640;vry
57930;st jean de bassel
54260;st jean les longuyon
57320;waldweistroff
57560;st quirin
54730;st pancre
57320;voelfling les bouzonville
57170;salonnes
54480;st sauveur
57200;woelfling les sarreguemines
57640;sanry les vigy
54115;saulxerotte
57690;zimming
57370;schalbach
54420;saulxures les nancy
57330;zoufftgen
57350;schoeneck
54480;tanconville
57480;sierck les bains
54330;thelod
57530;silly sur nied
54170;thuilley aux groseilles
57170;sotzeling
54115;tramont st andre
57350;stiring wendel
54750;trieux
57340;suisse
54640;tucquegnieux
57525;talange
54112;uruffe
57260;tarquimpol
54540;vacqueville
57580;tragny
54121;vandieres
57300;tremery
54330;vaudemont
57710;tressange
54450;veho
57270;uckange
54280;velaine sous amance
57340;vannecourt
54450;verdenal
57560;vasperviller
54920;villers la montagne
57640;vigy
54260;villers le rond
57550;villing
54760;villers les moivrons
57580;vittoncourt
54190;villerupt
57590;viviers
54840;villey le sec
57580;voimhaut
54700;vittonville
57560;voyer
54260;viviers sur chiers
57720;walschbronn
54330;vroncourt
57870;walscheid
54890;waville
57635;wintersbourg
54490;xivry circourt
57170;wuisse
55320;ancemont
57970;yutz
55230;arrancy sur crusnes
57370;zilling
55120;aubreville
55170;aulnois en perthois
55300;bannoncourt
55000;behonne
55100;bethelainville
55290;biencourt sur orge
55500;le bouchon sur saulx
55800;brabant le roi
55170;brauvilliers
55110;brieulles sur meuse
10190;aix villemaur palis
55250;brizeaux
10190;aix villemaur palis
55700;brouennes
10700;arcis sur aube
55400;buzy darmont
10200;arconville
55000;chardogne
10140;argancon
55130;chassey beaupre
10200;arsonval
55400;chatillon sous les cotes
10220;val d auzon
55600;chauvency le chateau
10400;barbuise
55600;chauvency st hubert
10400;barbuise
55200;chonville malaumont
10200;bar sur aube
55120;clermont en argonne
10200;bergeres
55110;clery le grand
10200;bligny
55000;les hauts de chee
10800;les bordes aumont
55260;courcelles sur aire
10270;bouranton
55270;cuisy
10340;bragelogne beauvoir
55150;delut
10600;la chapelle st luc
55320;dieue sur meuse
10150;charmont sous barbuise
55240;domremy la canne
10380;charny le bachot
55100;dugny sur meuse
10170;chauchigny
55140;epiez sur meuse
10240;chaudrey
55270;epinonville
10110;chervey
55260;erize la petite
10390;clerey
55000;erize st dizier
10240;coclois
55500;erneville aux bois
10800;cormost
55200;euville
10500;courcelles sur voire
55000;fains veel
10130;coursan en othe
55400;foameix ornel
10360;cunfin
55110;forges sur meuse
10240;dampierre
55500;foucheres aux bois
10200;eclance
55160;fresnes en woevre
10500;epagne
55120;froidos
10500;epothemont
55100;fromereville les vallons
10400;fontaine macon
55320;genicourt sur meuse
10400;fontenay de bossery
55130;gondrecourt le chateau
10110;fralignes
55230;gouraincourt
10700;grandville
55150;gremilly
10250;gye sur seine
55000;guerpont
10500;hampigny
55700;halles sous les cotes
10150;lavau
55300;han sur meuse
10150;lavau
55120;les islettes
10200;levigny
55220;les trois domaines
10140;la loge aux chevres
55120;jouy en argonne
10310;longchamp sur aujon
55120;julvecourt
10320;machy
55300;koeur la grande
10140;maison des champs
55210;lachaussee
10510;maizieres la grande paroisse
55800;laimont
10160;maraye en othe
55300;lamorville
10110;marolles les bailly
55110;liny devant dun
10190;messon
55110;lion devant dun
10500;molins sur aube
55230;loison
10400;montpothier
55600;louppy sur loison
10500;morvilliers
55700;luzy st martin
10400;la motte tilly
55270;malancourt
10250;mussy sur seine
55150;mangiennes
10250;neuville sur seine
55190;marson sur barboure
10360;noe les mallets
55600;marville
10330;pars les chavanges
55190;meligny le petit
10350;le pavillon ste julie
55500;menaucourt
10250;plaines st lange
55260;menil aux bois
10110;poligny
55190;menil la horgne
10500;precy notre dame
55150;moirey flabas crepion
10500;rosnay l hopital
55270;montfaucon d argonne
10200;rouvres les vignes
55110;montigny devant sassey
10260;rumilly les vaudes
55400;morgemoulin
10500;st christophe dodinicourt
55500;chanteraine
10120;st germain
55400;moulainville
10320;st jean de bonneval
55700;moulins st hubert
10800;st julien les villas
55160;moulotte
10150;ste maure
55000;val d ornain
10700;st nabord sur aube
55190;naives en blois
10120;st pouange
55500;nancois le grand
10360;st usage
55500;nancois sur ornain
10600;savieres
55500;nant le petit
10200;thil
55500;nantois
10700;torcy le grand
55120;le neufour
10290;trancault
55120;neuvilly en argonne
10700;trouans
55210;nonsard lamarche
10150;vailly
55210;nonsard lamarche
10140;vauchonvilliers
55190;ourches sur meuse
10360;verpillieres sur ource
55150;peuvillers
10500;la ville aux bois
55700;pouilly sur meuse
10350;villeloup
55300;ranzieres
10260;villemoyenne
55250;rembercourt sommaisne
10370;villenauxe la grande
55130;les roises
10400;la villeneuve au chatelot
55320;rupt en woevre
10700;villiers herbisse
55220;st andre en barrois
10130;vosnon
55160;st hilaire en woevre
55160;st hilaire en woevre
55100;samogneux
55000;saudrupt
55110;saulmory villefranche
55300;seuzey
55000;silmont
55190;sorcy st martin
55000;tremont sur saulx
55250;seuil d argonne
55250;seuil d argonne
55500;cousances les triconville
55310;tronville en barrois
55190;troussey
55800;vassincourt
55000;vavincourt
55210;vigneulles les hattonchatel
55600;villecloye
55260;ville devant belrain
55500;villers le sec
55160;villers sous pareid
55190;void vacon
55150;wavrille
55210;woel
57590;aboncourt sur seille
57560;abreschviller
57412;achen
57590;alaincourt la cote
57670;albestroff
57660;altrippe
57170;amelecourt
57360;amneville
57580;ancerville
57810;azoudange
57230;baerenthal
57220;bannay
57260;bassing
57460;behren les forbach
57340;bellange
57370;berling
57340;bermering
57930;bettborn
57800;betting
57635;bickenholtz
57410;bining
57260;blanche eglise
57260;bourgaltroff
57370;bourscheid
57340;brehain
57635;brouviller
57920;buding
57970;budling
57220;burtoncourt
57490;carling
57570;cattenom
57365;chailly les ennery
57220;charleville sous bois
57640;charly oradour
57340;chateau brehain
57170;chateau voue
57420;cheminot
57185;clouange
57800;cocheren
57590;craincourt
57150;creutzwald
57420;cuvry
57340;dalhain
57220;denting
57925;distroff
57690;elvange
57720;erching
57660;erstroff
57640;failly
57640;failly
57450;farebersviller
57380;faulquemont
57280;feves
57420;fey
57320;filstroff
57420;fleury
57190;florange
57600;forbach
57590;fossieux
57670;francaltroff
57320;freistroff
57590;fremery
57170;fresnes en saulnois
57810;fribourg
57175;gandrange
57260;gelucourt
57620;goetzenbruck
57220;gomelange
57480;grindorff bizing
57510;guebenhouse
57220;guinkirchen
57300;hagondange
57170;hampont
57580;han sur nied
57630;haraucourt sur seille
57870;harreberg
57530;hayes
57660;hellimer
57820;henridorff
57450;henriville
57400;hesse
57400;hilbesheim
57670;honskirch
57490;l hopital
57720;hottviller
57830;ibigny
57245;jury
57590;juville
57412;kalhausen
57480;kerling les sierck
57830;kerprich aux bois
57480;kirschnaumen
57920;klang
57530;laquenexy
57480;launstroff
57590;lemoncourt
57580;lesse
57660;leyviller
57590;liocourt
57670;loudrefing
57590;lucy
57935;luttange
57480;malling
57640;malroy
57380;many
57630;marsal
57340;marthille
57660;maxstadt
57000;metz
57920;metzeresche
57070;mey
57930;mittersheim
57300;mondelange
57340;morhange
57600;morsbach
57160;moulins les metz
57160;moulins les metz
57770;moussey
57250;moyeuvre grande
57910;neufgrange
57720;nousseviller les bitche
57420;pagny les goin
57530;pange
57245;peltre
57170;pettoncourt
57220;piblange
57120;pierrevillers
57140;plesnois
57570;puttelange les thionville
57340;racrange
57390;redange
57510;remering les puttelange
57810;rhodes
57340;riche
57720;rimling
57120;rombas
57780;rosselange
57220;roupeldange
57160;rozerieulles
57480;rustroff
57640;ste barbe
57855;st privat la montagne
57412;schmittviller
57230;schorbach
57320;schwerdorff
57455;seingbouse
57280;semecourt
57640;servigny les ste barbe
57580;sorbey
57960;soucht
57450;theding
57100;thionville
57380;vahl les faulquemont
57340;vallerange
57730;valmont
57070;vany
57220;varize vaudoncourt
57880;varsberg
57220;velving
57370;vescheim
57690;haute vigneulles
57220;volmerange les boulay
57720;volmunster
57200;wiesviller
57915;woustviller
57340;zarbeling
57905;zetting
57890;diesen
67320;asswiller
67320;baerendorf
67310;balbronn
67220;bassemberg
67930;beinheim
67130;bellefosse
67370;berstett
67370;berstett
67170;bilwisheim
67870;bischoffsheim
67350;bitschhoffen
67390;boesenbiesen
67390;bootzheim
67420;bourg bruche
67330;bouxwiller
67220;breitenbach
51150;ambonnay
67130;la broque
51110;aumenancourt
67570;la broque
51800;auve
67350;buswiller
51150;ay champagne
67160;cleebourg
51110;bazancourt
67510;climbach
51480;belval sous chatillon
67110;dambach
51420;berru
67110;dambach
51490;betheniville
67350;dauendorf
51800;binarville
67220;dieffenbach au val
51300;blacy
67430;diemeringen
51210;boissy le repos
67370;dingsheim
51140;bouvancourt
67160;drachenbronn birlenbach
51140;branscourt
67270;duntzenheim
51320;breban
67201;eckbolsheim
51210;le breuil
67550;eckwersheim
51230;broussy le grand
67140;eichhoffen
51270;la caure
67150;erstein
51220;cauroy les hermonville
67114;eschau
51140;chalons sur vesle
67320;eschbourg
51170;chambrecy
67117;fessenheim le bas
51370;champigny
67270;gougenheim
51160;champillon
67500;haguenau
51290;chapelaine
67980;hangenbieten
51800;la chapelle felcourt
67260;harskirchen
51270;la chapelle sous orbais
67360;hegeney
51120;charleville
67190;heiligenberg
51330;les charmontois
67850;herrlisheim
51300;chatelraould st louvent
67600;hilsenheim
51530;chouilly
67290;hinsbourg
51130;val des marais
67117;hurtigheim
51140;courcelles sapicourt
67230;huttenheim
51260;courcemain
67480;kauffenheim
51400;cuperly
67270;kienheim
67120;altorf
51530;dizy
67440;kleingoeft
67600;baldenheim
51800;dommartin sous hans
67230;kogenheim
67320;berg
51490;dontrien
67220;lalaye
67140;bernardville
51300;drouilly
67450;lampertheim
67370;berstett
51200;epernay
67510;lembach
67170;berstheim
51460;l epine
67150;limersheim
67800;bischheim
51310;esternay
67250;lobsann
67260;bissert
51340;etrepy
67490;lupstein
67650;blienschwiller
51240;francheville
67130;lutzelhouse
67140;bourgheim
51300;frignicourt
67220;maisonsgoutte
67130;la broque
51210;fromentieres
67150;matzenheim
67570;la broque
51390;germigny
67340;menchhoffen
67170;brumath
51300;glannes
67206;mittelhausbergen
67470;buhl
51190;grauves
67470;mothern
67430;butten
51800;hans
67220;neuve eglise
67310;dangolsheim
51320;humbauville
67130;neuviller la roche
67260;diedendorf
51310;joiselle
67660;betschdorf
67650;dieffenthal
51140;jonchery sur vesle
67360;oberdorf spachbach
67320;drulingen
51230;lenharree
67330;obermodern zutzendorf
67120;duppigheim
51700;leuvrigny
67210;obernai
67270;durningen
51130;loisy en brie
67250;oberroedern
67600;ebersheim
51300;maisons en champagne
67520;odratzheim
67290;erckartswiller
51260;marcilly sur seine
67970;oermingen
67360;eschbach
51700;mareuil le port
67350;val de moder
67320;eschwiller
51290;margerie hancourt
67420;plaine
67320;eywiller
51300;marolles
67420;ranrupt
67640;fegersheim
51260;marsangis
67320;rauwiller
67480;forstfeld
51340;maurupt le montois
67340;reipertswiller
67220;fouchy
51210;mecringes
67260;rimsdorf
67360;froeschwiller
51120;le meix st epoing
67270;rohr
67700;furchhausen
51320;le meix tiercelin
67560;rosheim
67118;geispolsheim
51220;merfy
67130;russ
67140;gertwiller
51300;merlaut
67390;saasenheim
67360;goersdorf
51370;les mesneux
67160;salmbach
67210;goxwiller
51120;moeurs verdey
67260;sarrewerden
67130;grandfontaine
51320;montepreux
67260;sarrewerden
67190;gresswiller
51530;monthelon
67270;scherlenheim
67240;gries
51140;montigny sur vesle
67240;schirrhein
67110;gundershoffen
51530;morangis
67370;schnersheim
67110;gundershoffen
51140;muizon
67260;schopperten
67500;haguenau
51120;nesle la reposte
67440;schwenheim
67140;heiligenstein
51330;la neuville aux bois
67260;siltzheim
67230;herbsheim
51310;neuvy
67770;stattmatten
67260;hinsingen
51530;oiry
67440;thal marmoutier
67270;hochfelden
51290;outines
67440;thal marmoutier
67720;hoerdt
51120;oyes
67370;truchtersheim
67250;hoffen
51400;les petites loges
67330;uttwiller
67310;hohengoeft
51530;pierry
67290;volksberg
67810;holtzheim
51300;ponthion
67130;waldersbach
67250;hunspach
51220;pouillon
67430;waldhambach
67400;illkirch graffenstaden
51400;prosnes
67290;weislingen
67340;ingwiller
51500;puisieulx
67340;weiterswiller
67880;innenheim
51330;rapsecourt
67370;willgottheim
67930;kesseldorf
51100;reims
67270;wingersheim les quatre bans
67120;kolbsheim
51120;reuves
67470;wintzenbach
67220;lalaye
51480;romery
67160;wissembourg
67700;landersheim
51130;rouffy
67820;wittisheim
67340;lichtenberg
51290;st cheron
67120;wolxheim
67380;lingolsheim
51460;st etienne au temple
67120;wolxheim
67430;mackwiller
51110;st etienne sur suippe
67140;zellwiller
67390;marckolsheim
51510;st gibrien
68130;altkirch
67150;matzenheim
51500;st leonard
68210;bernwiller
67140;mittelbergheim
51120;st loup
68130;aspach
67700;monswiller
51320;st ouen domprot
68150;aubure
67130;muhlbach sur bruche
51510;st pierre
68390;baldersheim
67600;mussig
51600;st remy sur bussy
68620;bitschwiller les thann
67600;muttersholtz
51260;st saturnin
68480;bouxwiller
67190;mutzig
51260;saron sur aube
68220;buschwiller
67130;natzwiller
51120;sezanne
68490;chalampe
67480;neuhaeusel
51800;sivry ante
68210;chavannes sur l etang
67330;neuwiller les saverne
51130;soulieres
68780;diefmatten
67210;niedernai
51270;talus st prix
68320;durrenentzen
67680;nothalten
51150;val de livre
68210;elbach
67660;betschdorf
51230;thaas
68210;eteimbes
67205;oberhausbergen
51510;thibie
68720;flaxlanden
67160;seebach
51460;tilloy et bellay
68130;franken
67390;ohnenheim
51240;togny aux boeufs
68250;gundolsheim
67600;orschwiller
51140;treslon
68220;hagenthal le bas
67990;osthoffen
51700;troissy
68210;hecken
67530;ottrott
51170;unchair
68220;hegenheim
67350;val de moder
51400;vadenay
68420;herrlisheim pres colmar
67370;pfulgriesheim
51330;vanault le chatel
68118;hirtzbach
67420;plaine
51600;vaudesincourt
68740;hirtzfelden
67490;printzheim
51480;venteuil
68125;houssen
67860;rhinau
51330;vernancourt
68470;husseren wesserling
67480;roeschwoog
51700;verneuil
68110;illzach
67310;romanswiller
51130;vert toulon
68260;kingersheim
67480;roppenheim
51130;blancs coteaux
68510;koetzingue
67170;rottelsheim
51240;vesigneul sur marne
68820;kruth
67480;rountzenheim auenheim
51210;le vezier
68440;landser
67480;rountzenheim auenheim
51390;ville dommange
68610;lautenbachzell
67130;russ
51170;ville en tardenois
68220;liebenswiller
67420;st blaise la roche
51130;villeneuve renneville chevigny
68280;logelheim
67220;st martin
51130;villers aux bois
68140;luttenbach pres munster
67530;st nabor
51800;villers en argonne
68470;mollau
67420;saulxures
51510;villers le chateau
68210;montreux vieux
67700;saverne
51380;villers marmery
68690;moosch
67350;schalkendorf
51130;villeseneux
68790;morschwiller le bas
67750;scherwiller
51260;villiers aux corneilles
68480;oberlarg
67130;schirmeck
51700;vincelles
68420;obermorschwihr
67370;schnersheim
51800;voilemont
68500;orschwihr
67370;schnersheim
51260;vouarces
68570;osenbach
67470;seltz
51800;wargemoulin hurlus
68190;raedersheim
67220;steige
51420;witry les reims
68890;reguisheim
67190;still
52340;ageville
68210;retzwiller
67000;strasbourg
52310;anneville la prairie
68400;riedisheim
67290;struth
52110;arnancourt
68590;rodern
67250;surbourg
52240;audeloncourt
68660;rombach le franc
67350;uhlwiller
52330;autreville sur la renne
68128;rosenau
67220;urbeis
52250;baissey
68250;rouffach
67310;wasselonne
52160;bay sur aube
68550;st amarin
67310;wasselonne
52270;roches bettaincourt
68127;ste croix en plaine
67270;wickersheim wilshausen
52270;roches bettaincourt
68160;ste marie aux mines
67290;wimmenau
52100;bettancourt la ferree
68570;soultzmatt
67110;windstein
52340;biesles
68720;spechbach
67110;windstein
52310;bologne
68440;steinbrunn le bas
67170;wingersheim les quatre bans
52200;bourg
68140;stosswihr
67130;wisches
52150;bourmont entre meuse et mouzon
68580;strueth
67130;wisches
52110;bouzancourt
67160;wissembourg
52210;bugnieres
67260;wolfskirchen
52220;ceffonds
68210;bernwiller
52700;chalvraines
68220;attenschwiller
52200;champigny les langres
68870;bartenheim
52360;charmes
68560;bettendorf
52000;chaumont
68320;bischwihr
52170;chevillon
68580;bisel
52240;clefmont
68210;brechaumont
52190;cusey
68350;brunstatt didenheim
52140;dammartin sur meuse
68210;buethwiller
52700;darmannes
68530;buhl
52110;doulevant le chateau
68480;courtavon
52290;eclaron braucourt ste liviere
68440;dietwiller
52300;effincourt
68720;eglingen
52230;epizon
68190;ensisheim
52270;epizon
68990;galfingue
52500;fayl billot
68140;griesbach au val
52320;froncles
68970;guemar
52320;froncles
68116;guewenheim
52320;la genevroye
68440;habsheim
52230;germay
68720;heidwiller
52210;giey sur aujon
68560;heimersdorf
52330;gillancourt
68990;heimsbrunn
52330;guindrecourt sur blaise
68130;heiwiller
52600;haute amance
68580;hindlingen
52150;huilliecourt
1090;francheleins
68140;hohrod
52200;humes jorquenay
68320;porte du ried
52000;jonchery
68490;hombourg
52500;laferte sur amance
68180;horbourg wihr
52170;bayard sur marne
68130;hundsbach
52100;laneuville au pont
68330;huningue
52120;lanty sur aube
68420;husseren les chateaux
52400;lariviere arnoncourt
68230;katzenthal
52120;latrecey ormoy sur aube
68240;kaysersberg vignoble
52140;lavilleneuve
68290;kirchberg
52330;lavilleneuve au roi
68580;largitzen
52110;lescheres sur le blaiseron
68610;lautenbach
52700;liffol le petit
68610;lautenbach
52500;maatz
68660;liepvre
52300;maizieres
68480;linsdorf
52700;manois
68720;luemschwiller
52370;maranville
68210;valdieu lutran
52400;melay
68210;valdieu lutran
52240;millieres
68210;magny
52100;moeslains
68550;malmerspach
52140;val de meuse
68630;mittelwihr
52140;val de meuse
68580;mooslargue
52170;narcy
68780;le haut soultzbach
52400;neuvelle les voisey
68780;le haut soultzbach
52240;noyers
68100;mulhouse
52310;oudincourt
68200;mulhouse
52700;ozieres
68600;neuf brisach
52600;le pailly
68127;niederentzen
52160;perrogney les fontaines
68230;niedermorschwihr
52100;perthes
68960;illtal
52220;planrupt
68127;oberentzen
52800;poinson les nogent
68480;raedersdorf
52360;poiseul
68800;rammersmatt
52400;le chatelet sur meuse
68730;ranspach le bas
52800;poulangy
68500;rimbach pres guebwiller
52220;rives dervoises
68290;rimbach pres masevaux
52410;roches sur marne
68500;rimbachzell
52260;rolampont
68170;rixheim
52300;rupt
68210;romagny
52200;st ciergues
68580;seppois le bas
52300;st urbain maconcourt
68510;sierentz
52300;st urbain maconcourt
68380;sondernach
52230;saudron
68780;soppe le bas
52140;saulxures
68230;soultzbach les bains
52500;savigny
68140;soultzeren
52210;ternat
68570;soultzmatt
52800;thivet
68850;staffelfelden
52000;treix
68510;stetten
52500;valleroy
68590;thannenkirch
52150;vaudrecourt
68480;vieux ferrette
52400;vicq
68800;vieux thann
52700;vignes la cote
68420;voegtlinshoffen
52190;villegusien le lac
68600;volgelsheim
52190;villegusien le lac
68640;waldighofen
52190;villiers les aprey
68130;walheim
52160;vitry en montagne
68510;waltenheim
52800;vitry les nogent
68230;wasserbourg
52200;voisines
68700;wattwiller
52240;vroncourt la cote
68220;wentzwiller
68210;wolfersdorf
68480;wolschwiller
68440;zimmersheim
54560;audun le roman
54450;autrepierre
54450;avricourt
54120;baccarat
54540;badonviller
54450;barbas
54170;barisey la cote
54150;les baroches
54620;baslieux
54115;battigny
54470;beaumont
54610;belleau
54120;bertrichamps
54760;bey sur seille
54540;bionville
54770;bouxieres aux chenes
54700;bouxieres sous froidmont
54930;bouzanville
54150;val de briey
54280;brin sur seille
54420;cerville
54700;champey sur moselle
54250;champigneulles
54470;charey
54450;chazelles sur albe
54610;clemery
54260;colmey
54400;cosnes et romain
54930;courcelles
54110;crevic
54120;deneuvre
54130;dommartemont
54200;dommartin les toul
54490;domprix
54290;domptail en l air
54280;erbeviller sur amezule
54690;eulmont
54760;faulx
54930;forcelles sous gugney
54570;foug
54450;fremonville
54260;fresnois la montagne
54800;friauville
54390;frouard
54120;gelacourt
54115;gemonville
54740;germonville
54800;gondrecourt aix
54260;grand failly
54470;grosrouvres
54290;haussonville
54180;heillecourt
54590;hussigny godbrange
54800;jarny
54370;juvrecourt
54200;lagney
54770;laitre sous amance
68210;traubach le bas
54300;lamath
68121;urbes
54570;lay st remy
68480;werentzhouse
54740;lebeuville
68960;willer
54470;limey remenauville
68480;winkel
54260;longuyon
68310;wittelsheim
54260;longuyon
68130;zaessingue
54260;longuyon
68720;zillisheim
54710;ludres
68230;zimmerbach
54700;maidieres
54670;malleloy
54470;mamey
54300;marainviller
54200;menil la tour
54560;mercy le haut
54385;minorville
54760;moivrons
54170;mont l etroit
54100;nancy
54450;nonhigny
54700;norroy les pont a mousson
67220;albe
54385;noviant aux pres
67490;altenheim
54450;ogeviller
67260;altwiller
54330;ogneville
67120;avolsheim
54150;ozerailles
67210;bernardswiller
54480;parux
67320;bettwiller
54700;pont a mousson
67600;bindernheim
54550;pont st vincent
67130;blancherupt
54700;port sur seille
67530;boersch
54490;preutin higny
67330;bosselshausen
54120;reherrey
67330;bouxwiller
54430;rehon
67330;bouxwiller
54370;remoncourt
67112;breuschwickersheim
54450;repaix
67320;bust
54360;romain
67730;chatenois
54290;st boingt
67160;cleebourg
54950;st clement
67470;croettwiller
54800;st marcel
67150;daubensand
54450;st martin
67430;dehlingen
54130;st max
67360;dieffenbach les woerth
54210;st nicolas de port
67120;dorlisheim
54170;saulxures les vannes
67117;dossenheim kochersberg
54550;sexey aux forges
67390;elsenheim
54280;sorneville
67710;wangenbourg engenthal
54800;sponville
67710;wangenbourg engenthal
54260;tellancourt
67710;wangenbourg engenthal
54930;they sous vaudemont
67680;epfig
54610;thezey st martin
67330;ernolsheim les saverne
54470;thiaucourt regnieville
67640;fegersheim
54800;thumereville
67490;friedolsheim
54570;trondes
67117;furdenheim
54800;tronville
67270;geiswiller zoebersdorf
54870;ugny
67270;geiswiller zoebersdorf
54480;val et chatillon
67370;griesheim sur souffel
54370;valhey
67110;gundershoffen
54910;valleroy
67320;gungwiller
54830;vallois
67117;handschuheim
54890;vandelainville
67390;heidolsheim
54115;vandeleville
67150;hindisheim
54740;vaudeville
67270;hochfelden
54700;vilcey sur trey
67800;hoenheim
54380;ville au val
67640;ichtratzheim
54210;ville en vermois
67370;neugartheim ittlenheim
54700;villers sous preny
67260;keskastel
54290;virecourt
67840;kilstett
54123;viterne
67170;krautwiller
54800;xonville
67170;kriegsheim
55170;ancerville
67240;kurtzenhouse
55800;andernay
67520;kuttolsheim
55300;apremont la foret
67510;lembach
55120;autrecourt sur aire
67490;littenheim
55000;bar le duc
67290;lohr
55170;baudonvilliers
67390;mackenheim
55250;beausite
67700;maennolsheim
55430;belleville sur meuse
67270;melsheim
55260;belrain
67190;mollkirch
55270;bethincourt
67120;molsheim
55000;beurey sur saulx
67360;morsbronn les bains
55100;bezonvaux
67130;neuviller la roche
55130;bonnet
67110;niederbronn les bains
55160;bonzee
67630;niederlauterbach
55100;bras sur meuse
67160;seebach
55000;brillon en barrois
67160;seebach
55140;burey en vaux
67510;obersteinbach
55100;charny sur meuse
67150;osthouse
55100;chattancourt
67700;ottersthal
55150;chaumont devant damvillers
67700;otterswiller
55270;cierges sous montfaucon
67320;ottwiller
55120;le claon
67350;val de moder
55110;clery le petit
67320;pfalzweyer
55160;combres sous les cotes
67110;reichshoffen
55200;commercy
67110;reichshoffen
55000;les hauts de chee
67250;retschwiller
55260;courcelles en barrois
67440;reutenbourg
55170;cousances les forges
67320;rexingen
55400;dieppe sous douaumont
67390;richtolsheim
55160;dommartin la montagne
67690;rittershoffen
55100;esnes en argonne
67230;sand
55400;etain
67700;saverne
55150;etraye
67470;schaffhouse pres seltz
55400;gincrey
67310;scharrachbergheim irmstett
55400;grimaucourt en woevre
67240;schirrhoffen
55000;haironville
67390;schoenau
55210;hannonville sous les cotes
67600;selestat
55400;hermeville en woevre
67160;siegen
55220;les trois domaines
67320;siewiller
55200;geville
67620;soufflenheim
55300;lahayville
67250;soultz sous forets
55100;landrecourt lempire
67310;traenheim
55190;laneuville au rupt
67220;triembach au val
55260;lavallee
67470;trimbach
55260;lignieres sur aire
67550;vendenheim
55250;lisle en barrois
67170;wahlenheim
55000;loisey
67670;waltenheim sur zorn
55140;maxey sur vaise
67520;wangen
55150;merles sur loison
67440;westhouse marmoutier
55800;mogneville
67290;wingen sur moder
55150;moirey flabas crepion
67170;wingersheim les quatre bans
55290;montiers sur saulx
67370;wintzenheim kochersberg
55500;chanteraine
67670;wittersheim
55000;val d ornain
67370;wiwersheim
55500;naix aux forges
67202;wolfisheim
55500;nant le grand
68600;algolsheim
55270;nantillois
68280;andolsheim
55800;nettancourt
68280;appenwihr
55800;neuville sur ornain
68700;aspach le bas
55260;nicey sur aire
68210;balschwiller
55120;nixeville blercourt
68870;bartenheim
55800;noyers auzecourt
68126;bennwihr
55250;nubecourt
68630;bennwihr
55220;osches
68730;blotzheim
55160;pintheville
68650;le bonhomme
55250;pretz en argonne
68870;brinckheim
55300;rambucourt
68440;bruebach
55110;regneville sur meuse
68520;burnhaupt le bas
55250;rembercourt sommaisne
68700;cernay
55800;remennecourt
68480;durmenach
55600;remoiville
68420;eguisheim
55290;ribeaucourt
68130;emlingen
55140;rigny st martin
68720;st bernard
55160;ronvaux
68720;st bernard
55260;raival
68440;eschentzwiller
55300;rouvrois sur meuse
68640;feldbach
55230;rouvrois sur othain
68470;fellering
55260;rupt devant st mihiel
68220;folgensbourg
55500;st amand sur ornain
68580;friesen
55500;st aubin sur aire
68510;geispitzen
5110;claret
55200;st julien sous les cotes
68420;gueberschwihr
55150;st laurent sur othain
68500;guebwiller
55210;st maurice sous les cotes
68130;hausgauen
55230;st pierrevillers
68600;hettenschlag
55100;sivry la perche
68720;hochstatt
55220;les souhesmes rampont
68320;porte du ried
55230;spincourt
68970;illhaeusern
55230;spincourt
68320;jebsheim
55230;spincourt
68240;kaysersberg vignoble
55600;thonne le thil
68480;koestlach
55220;tilly sur meuse
68320;kunheim
55160;tresauvaux
68220;leymen
55250;seuil d argonne
68480;lucelle
55300;troyon
68210;manspach
55220;vadelaincourt
68290;masevaux niederbruck
55300;valbois
68290;masevaux niederbruck
55140;vaucouleurs
68480;moernach
55270;vauquois
68640;muespach le haut
55100;douaumont vaux
68200;mulhouse
55210;vigneulles les hattonchatel
68530;murbach
5130;piegut
55160;ville en woevre
68960;illtal
55190;villeroy sur meholle
